"Report.Number","Occurred.Date","Occurred.Time","Reported.Date","Reported.Time","Crime.Subcategory","Primary.Offense.Description","Precinct","Sector","Neighborhood"
2018000046400,2018-02-07,118,2018000046400,118,"AGGRAVATED ASSAULT","ASSLT-AGG-WEAPON","WEST","D","SLU/CASCADE"
2018000047413,2018-02-07,100,2018000047413,1800,"CAR PROWL","THEFT-CARPROWL","NORTH","B","WALLINGFORD"
2018000046632,2018-02-07,100,2018000046632,816,"BURGLARY-RESIDENTIAL","BURGLARY-FORCE-RES","WEST","Q","MAGNOLIA"
2018000046600,2018-02-07,100,2018000046600,733,"MOTOR VEHICLE THEFT","VEH-THEFT-AUTO","NORTH","J","GREENWOOD"
2018000046620,2018-02-07,47,2018000046620,802,"BURGLARY-RESIDENTIAL-SECURE PARKING","BURGLARY-SECURE PARKING-RES","NORTH","B","FREMONT"
2018000046368,2018-02-07,2,2018000046368,135,"ROBBERY-STREET","ROBBERY-STREET-BODYFORCE","NORTH","L","LAKECITY"
2018000047740,2018-02-07,1,2018000047740,311,"CAR PROWL","THEFT-LICENSE PLATE","SOUTHWEST","W","NORTH ADMIRAL"
2018000053403,2018-02-07,0,2018000053403,1438,"THEFT-ALL OTHER","THEFT-MAIL","EAST","G","CENTRAL AREA/SQUIRE PARK"
2018000047618,2018-02-07,0,2018000047618,2129,"BURGLARY-RESIDENTIAL","BURGLARY-NOFORCE-RES","WEST","Q","MAGNOLIA"
20180000122614,2018-02-07,0,20180000122614,1843,"BURGLARY-RESIDENTIAL-SECURE PARKING","BURGLARY-SECURE PARKING-RES","EAST","E","CAPITOL HILL"
2018000049114,2018-02-08,2354,2018000049114,2354,"TRESPASS","TRESPASS","EAST","G","JUDKINS PARK/NORTH BEACON HILL"
2018000049412,2018-02-08,2330,2018000049412,902,"CAR PROWL","THEFT-CARPROWL","SOUTHWEST","W","MORGAN"
20180000901929,2018-02-08,2330,20180000901929,1440,"CAR PROWL","THEFT-CARPROWL","SOUTH","R","NORTH BEACON HILL"
2018000049094,2018-02-08,2324,2018000049094,141,"DUI","DUI-DRUGS","WEST","Q","MAGNOLIA"
20180000901310,2018-02-08,2315,20180000901310,926,"CAR PROWL","THEFT-CARPROWL","NORTH","U","ROOSEVELT/RAVENNA"
2018000049580,2018-02-08,2315,2018000049580,1041,"MOTOR VEHICLE THEFT","VEH-THEFT-AUTO","NORTH","B","BALLARD SOUTH"
2018000049079,2018-02-08,2303,2018000049079,2303,"WEAPON","WEAPON-POSSESSION","EAST","G","FIRST HILL"
2018000049076,2018-02-08,2259,2018000049076,2259,"NARCOTIC","NARC-POSSESS-AMPHETAMINE","EAST","G","JUDKINS PARK/NORTH BEACON HILL"
2018000049070,2018-02-08,2250,2018000049070,5,"THEFT-SHOPLIFT","THEFT-SHOPLIFT","NORTH","J","BALLARD NORTH"
2018000049052,2018-02-08,2229,2018000049052,2229,"SEX OFFENSE-OTHER","SEXOFF-LEWD CONDUCT","EAST","E","CAPITOL HILL"
20180000902148,2018-02-08,2225,20180000902148,1732,"CAR PROWL","THEFT-CARPROWL","WEST","D","SLU/CASCADE"
2018000049035,2018-02-08,2216,2018000049035,2216,"DUI","DUI-LIQUOR","NORTH","J","GREENWOOD"
2018000049327,2018-02-08,2200,2018000049327,901,"BURGLARY-RESIDENTIAL","BURGLARY-NOFORCE-RES","SOUTH","R","NORTH BEACON HILL"
20180000901329,2018-02-08,2200,20180000901329,1858,"CAR PROWL","THEFT-CARPROWL","SOUTHWEST","W","MORGAN"
20180000901331,2018-02-08,2200,20180000901331,1940,"CAR PROWL","THEFT-CARPROWL","SOUTHWEST","W","ALASKA JUNCTION"
2018000049624,2018-02-08,2148,2018000049624,1605,"THEFT-SHOPLIFT","THEFT-SHOPLIFT","WEST","M","DOWNTOWN COMMERCIAL"
2018000049910,2018-02-08,2130,2018000049910,1438,"BURGLARY-COMMERCIAL","BURGLARY-NOFORCE-NONRES","NORTH","B","FREMONT"
2018000048985,2018-02-08,2110,2018000048985,1138,"THEFT-SHOPLIFT","THEFT-SHOPLIFT","WEST","K","CHINATOWN/INTERNATIONAL DISTRICT"
2018000049517,2018-02-08,2100,2018000049517,936,"MOTOR VEHICLE THEFT","VEH-THEFT-MTRCYCLE","WEST","D","QUEEN ANNE"
2018000048954,2018-02-08,2058,2018000048954,2348,"THEFT-SHOPLIFT","THEFT-SHOPLIFT","SOUTHWEST","W","ALASKA JUNCTION"
2018000053642,2018-02-08,2050,2018000053642,1843,"THEFT-SHOPLIFT","THEFT-SHOPLIFT","NORTH","U","ROOSEVELT/RAVENNA"
2018000048937,2018-02-08,2040,2018000048937,2040,"TRESPASS","TRESPASS","WEST","M","DOWNTOWN COMMERCIAL"
2018000049424,2018-02-08,2030,2018000049424,1003,"MOTOR VEHICLE THEFT","VEH-THEFT-AUTO","SOUTH","O","SODO"
2018000049409,2018-02-08,2000,2018000049409,815,"BURGLARY-RESIDENTIAL","BURGLARY-FORCE-RES","NORTH","J","GREENWOOD"
2018000048915,2018-02-08,1958,2018000048915,2201,"ROBBERY-STREET","ROBBERY-STREET-BODYFORCE","EAST","G","MADRONA/LESCHI"
2018000048911,2018-02-08,1955,2018000048911,2128,"ROBBERY-STREET","ROBBERY-STREET-BODYFORCE","WEST","Q","QUEEN ANNE"
2018000048910,2018-02-08,1955,2018000048910,1955,"TRESPASS","TRESPASS","WEST","K","JUDKINS PARK/NORTH BEACON HILL"
2018000049067,2018-02-08,1930,2018000049067,2243,"SEX OFFENSE-OTHER","SEXOFF-OTHER","UNKNOWN","","UNKNOWN"
2018000048893,2018-02-08,1925,2018000048893,1925,"THEFT-SHOPLIFT","THEFT-SHOPLIFT","SOUTHWEST","W","ALASKA JUNCTION"
2018000048892,2018-02-08,1925,2018000048892,2106,"THEFT-SHOPLIFT","THEFT-SHOPLIFT","WEST","M","DOWNTOWN COMMERCIAL"
2018000049488,2018-02-08,1900,2018000049488,929,"BURGLARY-RESIDENTIAL","BURGLARY-FORCE-RES","EAST","C","CAPITOL HILL"
20180000901322,2018-02-08,1900,20180000901322,1901,"CAR PROWL","THEFT-CARPROWL","WEST","K","DOWNTOWN COMMERCIAL"
2018000048849,2018-02-08,1840,2018000048849,1840,"ROBBERY-STREET","ROBBERY-STREET-BODYFORCE","EAST","E","CAPITOL HILL"
20180000901313,2018-02-08,1830,20180000901313,1021,"CAR PROWL","THEFT-CARPROWL","EAST","G","JUDKINS PARK/NORTH BEACON HILL"
2018000051030,2018-02-08,1830,2018000051030,1249,"MOTOR VEHICLE THEFT","VEH-THEFT-TRUCK","NORTH","U","ROOSEVELT/RAVENNA"
2018000048834,2018-02-08,1828,2018000048834,1909,"THEFT-SHOPLIFT","THEFT-SHOPLIFT","WEST","M","DOWNTOWN COMMERCIAL"
2018000048827,2018-02-08,1818,2018000048827,1818,"TRESPASS","TRESPASS","EAST","C","CAPITOL HILL"
2018000049351,2018-02-08,1800,2018000049351,714,"CAR PROWL","THEFT-CARPROWL","SOUTHWEST","W","ALASKA JUNCTION"
2018000063073,2018-02-08,1800,2018000063073,734,"CAR PROWL","THEFT-CARPROWL","NORTH","L","NORTHGATE"
2018000049642,2018-02-08,1800,2018000049642,1133,"CAR PROWL","THEFT-CARPROWL","SOUTHWEST","W","MORGAN"
2018000049629,2018-02-08,1800,2018000049629,1140,"BURGLARY-RESIDENTIAL","BURGLARY-NOFORCE-RES","WEST","Q","QUEEN ANNE"
2018000049078,2018-02-08,1800,2018000049078,2300,"CAR PROWL","THEFT-CARPROWL","WEST","M","SLU/CASCADE"
2018000048870,2018-02-08,1800,2018000048870,2206,"CAR PROWL","THEFT-CARPROWL","NORTH","B","BALLARD SOUTH"
2018000048807,2018-02-08,1759,2018000048807,1759,"DUI","DUI-LIQUOR","NORTH","B","BALLARD SOUTH"
20180000130090,2018-02-08,1750,20180000130090,1437,"THEFT-SHOPLIFT","THEFT-SHOPLIFT","NORTH","L","NORTHGATE"
2018000048791,2018-02-08,1747,2018000048791,1747,"TRESPASS","TRESPASS","WEST","K","DOWNTOWN COMMERCIAL"
2018000048930,2018-02-08,1730,2018000048930,2224,"CAR PROWL","THEFT-CARPROWL","WEST","M","SLU/CASCADE"
2018000048877,2018-02-08,1730,2018000048877,1927,"CAR PROWL","THEFT-CARPROWL","NORTH","B","BALLARD SOUTH"
2018000048964,2018-02-08,1700,2018000048964,2228,"THEFT-ALL OTHER","THEFT-OTH","NORTH","B","FREMONT"
20180000901302,2018-02-08,1700,20180000901302,1748,"CAR PROWL","THEFT-CARPROWL","WEST","D","BELLTOWN"
20180000901305,2018-02-08,1650,20180000901305,2240,"CAR PROWL","THEFT-CARPROWL","WEST","M","DOWNTOWN COMMERCIAL"
2018000048616,2018-02-08,1635,2018000048616,1635,"THEFT-ALL OTHER","THEFT-OTH","SOUTHWEST","F","HIGHLAND PARK"
2018000048768,2018-02-08,1630,2018000048768,1905,"THEFT-ALL OTHER","THEFT-OTH","NORTH","B","PHINNEY RIDGE"
2018000050063,2018-02-08,1617,2018000050063,1617,"CAR PROWL","THEFT-LICENSE PLATE","SOUTH","O","GEORGETOWN"
2018000048675,2018-02-08,1617,2018000048675,1617,"THEFT-ALL OTHER","THEFT-OTH","SOUTH","R","NORTH BEACON HILL"
2018000049394,2018-02-08,1600,2018000049394,759,"BURGLARY-RESIDENTIAL","BURGLARY-FORCE-RES","SOUTHWEST","W","ALASKA JUNCTION"
2018000048638,2018-02-08,1558,2018000048638,1711,"NARCOTIC","NARC-DRUG TRAFFIC LOITERING","WEST","K","DOWNTOWN COMMERCIAL"
2018000048810,2018-02-08,1545,2018000048810,1821,"CAR PROWL","THEFT-CARPROWL","WEST","M","DOWNTOWN COMMERCIAL"
2018000048620,2018-02-08,1538,2018000048620,1538,"TRESPASS","TRESPASS","WEST","K","CHINATOWN/INTERNATIONAL DISTRICT"
2018000048590,2018-02-08,1514,2018000048590,1514,"TRESPASS","TRESPASS","WEST","K","CHINATOWN/INTERNATIONAL DISTRICT"
2018000048586,2018-02-08,1514,2018000048586,1514,"NARCOTIC","NARC-DRUG TRAFFIC LOITERING","WEST","K","DOWNTOWN COMMERCIAL"
2018000058654,2018-02-08,1500,2018000058654,1703,"THEFT-ALL OTHER","THEFT-OTH","UNKNOWN","","UNKNOWN"
2018000049835,2018-02-08,1500,2018000049835,1500,"NARCOTIC","NARC-POSSESS-HEROIN","EAST","E","FIRST HILL"
2018000048539,2018-02-08,1435,2018000048539,1441,"CAR PROWL","THEFT-CARPROWL","EAST","C","CAPITOL HILL"
20180000901376,2018-02-08,1400,20180000901376,1412,"CAR PROWL","THEFT-CARPROWL","NORTH","U","SANDPOINT"
20180000901296,2018-02-08,1400,20180000901296,1531,"CAR PROWL","THEFT-CARPROWL","WEST","M","DOWNTOWN COMMERCIAL"
20180000901821,2018-02-08,1339,20180000901821,1454,"THEFT-ALL OTHER","THEFT-OTH","NORTH","U","ROOSEVELT/RAVENNA"
2018000048441,2018-02-08,1324,2018000048441,1324,"CAR PROWL","THEFT-CARPROWL","WEST","D","SLU/CASCADE"
2018000048434,2018-02-08,1321,2018000048434,1321,"DUI","DUI-DRUGS","SOUTH","S","NEW HOLLY"
20180000901293,2018-02-08,1300,20180000901293,1421,"CAR PROWL","THEFT-CARPROWL","WEST","M","BELLTOWN"
2018000048414,2018-02-08,1300,2018000048414,1300,"ROBBERY-COMMERCIAL","ROBBERY-BANK-BODYFORCE","SOUTH","O","GEORGETOWN"
2018000052327,2018-02-08,1300,2018000052327,2009,"BURGLARY-RESIDENTIAL","BURGLARY-FORCE-RES","SOUTHWEST","F","HIGHLAND PARK"
2018000048397,2018-02-08,1246,2018000048397,1425,"BURGLARY-RESIDENTIAL-SECURE PARKING","BURGLARY-SECURE PARKING-RES","NORTH","B","FREMONT"
2018000048404,2018-02-08,1245,2018000048404,1404,"NARCOTIC","NARC-POSSESS-HEROIN","WEST","M","DOWNTOWN COMMERCIAL"
20180000109700,2018-02-08,1200,20180000109700,1834,"CAR PROWL","THEFT-CARPROWL","WEST","Q","MAGNOLIA"
2018000054671,2018-02-08,1200,2018000054671,1414,"BURGLARY-RESIDENTIAL","BURGLARY-FORCE-RES","SOUTH","R","NORTH BEACON HILL"
2018000048385,2018-02-08,1200,2018000048385,1422,"ROBBERY-COMMERCIAL","ROBBERY-BUSINESS-BODYFORCE","NORTH","U","ROOSEVELT/RAVENNA"
2018000048343,2018-02-08,1156,2018000048343,1156,"TRESPASS","TRESPASS","WEST","K","PIONEER SQUARE"
2018000048333,2018-02-08,1152,2018000048333,1152,"NARCOTIC","NARC-SELL-HEROIN","UNKNOWN","","UNKNOWN"
2018000048318,2018-02-08,1145,2018000048318,1145,"TRESPASS","TRESPASS","NORTH","J","ROOSEVELT/RAVENNA"
20180000901297,2018-02-08,1132,20180000901297,1553,"THEFT-ALL OTHER","THEFT-OTH","SOUTHWEST","W","FAUNTLEROY SW"
2018000048286,2018-02-08,1123,2018000048286,1123,"THEFT-SHOPLIFT","THEFT-SHOPLIFT","SOUTH","R","NORTH BEACON HILL"
2018000048264,2018-02-08,1105,2018000048264,1105,"NARCOTIC","NARC-EQUIPMENT/PARAPHENALIA","WEST","K","DOWNTOWN COMMERCIAL"
2018000048108,2018-02-08,1103,2018000048108,1103,"TRESPASS","TRESPASS","WEST","M","DOWNTOWN COMMERCIAL"
2018000048248,2018-02-08,1047,2018000048248,1559,"FAMILY OFFENSE-NONVIOLENT","CHILD-OTHER","NORTH","U","SANDPOINT"
2018000048510,2018-02-08,1033,2018000048510,1422,"THEFT-ALL OTHER","THEFT-OTH","NORTH","B","BALLARD SOUTH"
2018000048223,2018-02-08,1032,2018000048223,1032,"TRESPASS","TRESPASS","SOUTH","O","GEORGETOWN"
20180000901320,2018-02-08,1030,20180000901320,1416,"THEFT-BUILDING","THEFT-BUILDING","WEST","D","SLU/CASCADE"
2018000048204,2018-02-08,1018,2018000048204,1018,"THEFT-ALL OTHER","THEFT-OTH","NORTH","J","BALLARD NORTH"
2018000048186,2018-02-08,1009,2018000048186,1009,"ROBBERY-COMMERCIAL","ROBBERY-BUSINESS-BODYFORCE","WEST","K","DOWNTOWN COMMERCIAL"
2018000061293,2018-02-08,900,2018000061293,1503,"THEFT-BUILDING","THEFT-BUILDING","NORTH","B","FREMONT"
2018000048103,2018-02-08,840,2018000048103,840,"TRESPASS","TRESPASS","EAST","C","CENTRAL AREA/SQUIRE PARK"
2018000049474,2018-02-08,830,2018000049474,915,"BURGLARY-RESIDENTIAL","BURGLARY-FORCE-RES","NORTH","U","SANDPOINT"
20180000902824,2018-02-08,800,20180000902824,130,"THEFT-ALL OTHER","THEFT-OTH","SOUTHWEST","W","MORGAN"
2018000048966,2018-02-08,800,2018000048966,2108,"CAR PROWL","THEFT-LICENSE PLATE","NORTH","L","NORTHGATE"
2018000048038,2018-02-08,731,2018000048038,731,"ROBBERY-STREET","ROBBERY-STREET-BODYFORCE","SOUTH","R","CLAREMONT/RAINIER VISTA"
20180000901299,2018-02-08,700,20180000901299,1646,"CAR PROWL","THEFT-CARPROWL","SOUTHWEST","W","ALASKA JUNCTION"
2018000048006,2018-02-08,620,2018000048006,648,"MOTOR VEHICLE THEFT","VEH-THEFT-TRUCK","SOUTHWEST","F","HIGHLAND PARK"
2018000048489,2018-02-08,600,2018000048489,1357,"CAR PROWL","THEFT-CARPROWL","SOUTH","S","RAINIER BEACH"
2018000052967,2018-02-08,600,2018000052967,826,"BURGLARY-RESIDENTIAL","BURGLARY-FORCE-RES","NORTH","N","BITTERLAKE"
2018000047964,2018-02-08,540,2018000047964,540,"FAMILY OFFENSE-NONVIOLENT","CHILD-OTHER","SOUTH","S","RAINIER VIEW"
20180000901276,2018-02-08,527,20180000901276,555,"THEFT-ALL OTHER","THEFT-OTH","NORTH","N","BITTERLAKE"
2018000047947,2018-02-08,521,2018000047947,521,"MOTOR VEHICLE THEFT","VEH-THEFT-AUTO","SOUTHWEST","F","ROXHILL/WESTWOOD/ARBOR HEIGHTS"
2018000048213,2018-02-08,500,2018000048213,1024,"BURGLARY-COMMERCIAL","BURGLARY-FORCE-NONRES","SOUTHWEST","F","ROXHILL/WESTWOOD/ARBOR HEIGHTS"
20180000901516,2018-02-08,445,20180000901516,1149,"THEFT-BUILDING","THEFT-BUILDING","NORTH","N","NORTHGATE"
2018000048330,2018-02-08,300,2018000048330,1347,"BURGLARY-COMMERCIAL","BURGLARY-NOFORCE-NONRES","NORTH","U","UNIVERSITY"
2018000048090,2018-02-08,258,2018000048090,829,"BURGLARY-COMMERCIAL","BURGLARY-FORCE-NONRES","NORTH","N","GREENWOOD"
2018000047866,2018-02-08,231,2018000047866,231,"DUI","DUI-LIQUOR","SOUTH","S","RAINIER VIEW"
2018000047868,2018-02-08,230,2018000047868,310,"THEFT-ALL OTHER","THEFT-COINOP","WEST","K","PIONEER SQUARE"
20180000902109,2018-02-08,215,20180000902109,1734,"CAR PROWL","THEFT-CARPROWL","NORTH","B","WALLINGFORD"
2018000047853,2018-02-08,203,2018000047853,203,"WEAPON","WEAPON-UNLAWFUL USE","WEST","D","SLU/CASCADE"
20180000901294,2018-02-08,105,20180000901294,1422,"THEFT-BUILDING","THEFT-BUILDING","EAST","E","CAPITOL HILL"
2018000048000,2018-02-08,30,2018000048000,645,"MOTOR VEHICLE THEFT","VEH-THEFT-AUTO","NORTH","L","SANDPOINT"
2018000047790,2018-02-08,24,2018000047790,202,"AGGRAVATED ASSAULT-DV","ASSLT-AGG-DV-WEAPON","SOUTHWEST","W","NORTH ADMIRAL"
2018000047775,2018-02-08,24,2018000047775,336,"BURGLARY-RESIDENTIAL","BURGLARY-NOFORCE-RES","SOUTHWEST","W","NORTH ADMIRAL"
2018000047791,2018-02-08,23,2018000047791,23,"BURGLARY-COMMERCIAL","BURGLARY-FORCE-NONRES","WEST","K","CHINATOWN/INTERNATIONAL DISTRICT"
20180000901281,2018-02-08,1,20180000901281,854,"CAR PROWL","THEFT-CARPROWL","SOUTHWEST","W","ALASKA JUNCTION"
20180000901352,2018-02-08,1,20180000901352,1544,"CAR PROWL","THEFT-CARPROWL","NORTH","B","WALLINGFORD"
2018000048256,2018-02-08,0,2018000048256,1615,"BURGLARY-RESIDENTIAL","BURGLARY-FORCE-RES","NORTH","U","UNIVERSITY"
20180000901304,2018-02-08,0,20180000901304,2152,"CAR PROWL","THEFT-CARPROWL","NORTH","L","NORTHGATE"
20180000901670,2018-02-08,0,20180000901670,1141,"CAR PROWL","THEFT-CARPROWL","NORTH","B","WALLINGFORD"
20180000901398,2018-02-09,2355,20180000901398,2306,"CAR PROWL","THEFT-CARPROWL","NORTH","L","LAKECITY"
2018000051202,2018-02-09,2330,2018000051202,1507,"THEFT-BUILDING","THEFT-BUILDING","EAST","E","CAPITOL HILL"
20180000901345,2018-02-09,2330,20180000901345,1239,"CAR PROWL","THEFT-CARPROWL","WEST","K","DOWNTOWN COMMERCIAL"
20180000901390,2018-02-09,2330,20180000901390,2023,"CAR PROWL","THEFT-CARPROWL","SOUTH","O","SODO"
20180000901412,2018-02-09,2320,20180000901412,1029,"CAR PROWL","THEFT-CARPROWL","WEST","K","DOWNTOWN COMMERCIAL"
2018000051093,2018-02-09,2300,2018000051093,1308,"MOTOR VEHICLE THEFT","VEH-THEFT-AUTO","NORTH","L","LAKECITY"
20180000901396,2018-02-09,2300,20180000901396,2211,"CAR PROWL","THEFT-CARPROWL","NORTH","J","BALLARD NORTH"
20180000901364,2018-02-09,2300,20180000901364,921,"CAR PROWL","THEFT-CARPROWL","SOUTHWEST","F","HIGHLAND PARK"
2018000051797,2018-02-09,2300,2018000051797,337,"AGGRAVATED ASSAULT-DV","ASSLT-AGG-DV-BODYFORCE","WEST","K","DOWNTOWN COMMERCIAL"
2018000050485,2018-02-09,2255,2018000050485,2255,"ROBBERY-STREET","ROBBERY-STREET-GUN","WEST","D","QUEEN ANNE"
20180000901353,2018-02-09,2230,20180000901353,1600,"CAR PROWL","THEFT-CARPROWL","NORTH","J","GREENWOOD"
2018000050930,2018-02-09,2230,2018000050930,928,"MOTOR VEHICLE THEFT","VEH-THEFT-MTRCYCLE","WEST","Q","QUEEN ANNE"
2018000050925,2018-02-09,2230,2018000050925,1007,"MOTOR VEHICLE THEFT","VEH-THEFT-AUTO","SOUTHWEST","F","HIGHLAND PARK"
20180000901340,2018-02-09,2215,20180000901340,1048,"CAR PROWL","THEFT-CARPROWL","NORTH","J","BALLARD NORTH"
2018000050587,2018-02-09,2200,2018000050587,108,"CAR PROWL","THEFT-CARPROWL","SOUTH","O","SODO"
2018000050625,2018-02-09,2200,2018000050625,144,"CAR PROWL","THEFT-CARPROWL","SOUTH","O","SODO"
2018000050862,2018-02-09,2200,2018000050862,835,"CAR PROWL","THEFT-CARPROWL","NORTH","B","BALLARD SOUTH"
20180000901375,2018-02-09,2200,20180000901375,1411,"THEFT-BUILDING","THEFT-BUILDING","EAST","E","CAPITOL HILL"
2018000050429,2018-02-09,2155,2018000050429,2217,"CAR PROWL","THEFT-LICENSE PLATE","SOUTH","R","NORTH BEACON HILL"
2018000050325,2018-02-09,2131,2018000050325,2131,"TRESPASS","TRESPASS","NORTH","B","BALLARD SOUTH"
2018000050411,2018-02-09,2130,2018000050411,2137,"ROBBERY-STREET","ROBBERY-STREET-BODYFORCE","EAST","C","MILLER PARK"
2018000050904,2018-02-09,2100,2018000050904,914,"MOTOR VEHICLE THEFT","VEH-THEFT-AUTO","SOUTH","S","MID BEACON HILL"
2018000050380,2018-02-09,2100,2018000050380,2234,"CAR PROWL","THEFT-CARPROWL","NORTH","B","FREMONT"
2018000051360,2018-02-09,2100,2018000051360,1807,"BURGLARY-RESIDENTIAL-SECURE PARKING","BURGLARY-SECURE PARKING-RES","SOUTHWEST","W","ALASKA JUNCTION"
2018000050950,2018-02-09,2100,2018000050950,1005,"CAR PROWL","THEFT-LICENSE PLATE","NORTH","J","BALLARD NORTH"
2018000050980,2018-02-09,2100,2018000050980,1056,"MOTOR VEHICLE THEFT","VEH-THEFT-AUTO","NORTH","J","BALLARD NORTH"
2018000050895,2018-02-09,2030,2018000050895,903,"CAR PROWL","THEFT-CARPROWL","SOUTHWEST","F","HIGH POINT"
2018000050326,2018-02-09,2015,2018000050326,2122,"ROBBERY-COMMERCIAL","ROBBERY-BUSINESS-BODYFORCE","SOUTH","R","MOUNT BAKER"
2018000050323,2018-02-09,2010,2018000050323,2225,"THEFT-SHOPLIFT","THEFT-SHOPLIFT","SOUTHWEST","F","HIGH POINT"
2018000050317,2018-02-09,2006,2018000050317,2006,"ROBBERY-STREET","ROBBERY-STREET-BODYFORCE","WEST","M","DOWNTOWN COMMERCIAL"
2018000051018,2018-02-09,2000,2018000051018,1138,"CAR PROWL","THEFT-CARPROWL","NORTH","B","FREMONT"
2018000050562,2018-02-09,2000,2018000050562,31,"FAMILY OFFENSE-NONVIOLENT","CHILD-OTHER","NORTH","L","LAKECITY"
2018000052630,2018-02-09,2000,2018000052630,2127,"THEFT-ALL OTHER","THEFT-OTH","EAST","C","MONTLAKE/PORTAGE BAY"
2018000051214,2018-02-09,1930,2018000051214,1519,"BURGLARY-RESIDENTIAL","BURGLARY-FORCE-RES","NORTH","B","FREMONT"
20180000901499,2018-02-09,1930,20180000901499,1843,"CAR PROWL","THEFT-CARPROWL","WEST","Q","QUEEN ANNE"
2018000051216,2018-02-09,1900,2018000051216,1519,"BURGLARY-RESIDENTIAL-SECURE PARKING","BURGLARY-SECURE PARKING-RES","EAST","E","CAPITOL HILL"
2018000052106,2018-02-09,1900,2018000052106,1320,"MOTOR VEHICLE THEFT","VEH-THEFT-TRUCK","SOUTH","S","RAINIER VIEW"
20180000901341,2018-02-09,1900,20180000901341,1053,"CAR PROWL","THEFT-CARPROWL","WEST","K","DOWNTOWN COMMERCIAL"
20180000901342,2018-02-09,1900,20180000901342,1114,"CAR PROWL","THEFT-CARPROWL","NORTH","B","BALLARD SOUTH"
2018000050853,2018-02-09,1900,2018000050853,911,"MOTOR VEHICLE THEFT","VEH-THEFT-AUTO","NORTH","U","SANDPOINT"
2018000059808,2018-02-09,1900,2018000059808,1000,"THEFT-ALL OTHER","THEFT-OTH","NORTH","B","BALLARD SOUTH"
2018000050938,2018-02-09,1855,2018000050938,953,"THEFT-SHOPLIFT","THEFT-SHOPLIFT","WEST","K","DOWNTOWN COMMERCIAL"
2018000050237,2018-02-09,1850,2018000050237,1850,"THEFT-SHOPLIFT","THEFT-SHOPLIFT","WEST","M","DOWNTOWN COMMERCIAL"
2018000050177,2018-02-09,1845,2018000050177,1845,"TRESPASS","TRESPASS","WEST","K","PIONEER SQUARE"
2018000050276,2018-02-09,1840,2018000050276,1926,"BURGLARY-RESIDENTIAL","BURGLARY-NOFORCE-RES","NORTH","J","BALLARD NORTH"
2018000050216,2018-02-09,1826,2018000050216,1826,"THEFT-SHOPLIFT","THEFT-SHOPLIFT","SOUTHWEST","F","ROXHILL/WESTWOOD/ARBOR HEIGHTS"
2018000050806,2018-02-09,1815,2018000050806,713,"CAR PROWL","THEFT-CARPROWL","WEST","M","DOWNTOWN COMMERCIAL"
20180000901316,2018-02-09,1815,20180000901316,1853,"THEFT-SHOPLIFT","THEFT-SHOPLIFT","WEST","M","DOWNTOWN COMMERCIAL"
2018000050841,2018-02-10,814,2018000050841,814,"TRESPASS","TRESPASS","WEST","M","DOWNTOWN COMMERCIAL"
20180000901347,2018-02-09,1815,20180000901347,1251,"CAR PROWL","THEFT-CARPROWL","WEST","M","DOWNTOWN COMMERCIAL"
2018000050183,2018-02-09,1805,2018000050183,1805,"AGGRAVATED ASSAULT","ASSLT-AGG-WEAPON","WEST","K","CHINATOWN/INTERNATIONAL DISTRICT"
2018000050184,2018-02-09,1804,2018000050184,1804,"THEFT-SHOPLIFT","THEFT-SHOPLIFT","SOUTHWEST","W","ALASKA JUNCTION"
20180000901461,2018-02-09,1800,20180000901461,1328,"THEFT-ALL OTHER","THEFT-OTH","NORTH","N","NORTHGATE"
2018000053121,2018-02-09,1800,2018000053121,1448,"BURGLARY-RESIDENTIAL","BURGLARY-FORCE-RES","NORTH","N","NORTHGATE"
2018000051010,2018-02-09,1800,2018000051010,1125,"MOTOR VEHICLE THEFT","VEH-THEFT-AUTO","SOUTH","O","SODO"
2018000064622,2018-02-09,1800,2018000064622,1105,"BURGLARY-RESIDENTIAL-SECURE PARKING","BURGLARY-SECURE PARKING-RES","NORTH","U","UNIVERSITY"
2018000050847,2018-02-09,1800,2018000050847,822,"BURGLARY-COMMERCIAL","BURGLARY-FORCE-NONRES","NORTH","U","UNIVERSITY"
2018000050271,2018-02-09,1800,2018000050271,2116,"CAR PROWL","THEFT-CARPROWL","SOUTH","O","GEORGETOWN"
2018000052499,2018-02-09,1800,2018000052499,1931,"CAR PROWL","THEFT-CARPROWL","WEST","M","DOWNTOWN COMMERCIAL"
2018000050225,2018-02-09,1754,2018000050225,1143,"THEFT-SHOPLIFT","THEFT-SHOPLIFT","WEST","K","CHINATOWN/INTERNATIONAL DISTRICT"
2018000050257,2018-02-09,1745,2018000050257,2135,"CAR PROWL","THEFT-CARPROWL","WEST","K","DOWNTOWN COMMERCIAL"
2018000050151,2018-02-09,1735,2018000050151,1735,"BURGLARY-COMMERCIAL","BURGLARY-NOFORCE-NONRES","EAST","E","CAPITOL HILL"
2018000050143,2018-02-09,1725,2018000050143,1727,"ROBBERY-COMMERCIAL","ROBBERY-BUSINESS-GUN","EAST","E","FIRST HILL"
20180000901356,2018-02-09,1725,20180000901356,1735,"CAR PROWL","THEFT-CARPROWL","SOUTHWEST","W","MORGAN"
2018000050154,2018-02-09,1715,2018000050154,921,"THEFT-SHOPLIFT","THEFT-SHOPLIFT","NORTH","U","UNIVERSITY"
